onset	duration	event_value	event_name
60.970703125	0.1	4	run_start
68.1796875	0.1	9	fixation_on
69.84375	0.1	1	cue_left
74.958984375	0.1	11	target_left
75.349609375	0.1	15	reaction_correct
75.97265625	0.1	10	trial_end
78.873046875	0.1	9	fixation_on
80.33203125	0.1	1	cue_left
83.453125	0.1	11	target_left
83.8125	0.1	15	reaction_correct
84.462890625	0.1	10	trial_end
86.556640625	0.1	9	fixation_on
87.765625	0.1	2	cue_right
91.890625	0.1	12	target_right
92.21875	0.1	15	reaction_correct
92.896484375	0.1	10	trial_end
95.373046875	0.1	9	fixation_on
96.705078125	0.1	3	cue_center
98.005859375	0.1	13	target_center
98.369140625	0.1	15	reaction_correct
99.013671875	0.1	10	trial_end
101.3359375	0.1	9	fixation_on
103.083984375	0.1	3	cue_center
105.373046875	0.1	13	target_center
105.728515625	0.1	15	reaction_correct
106.38671875	0.1	10	trial_end
109.203125	0.1	9	fixation_on
111.09375	0.1	2	cue_right
116.212890625	0.1	12	target_right
116.54296875	0.1	15	reaction_correct
117.234375	0.1	10	trial_end
120.01953125	0.1	9	fixation_on
121.361328125	0.1	2	cue_right
123.49609375	0.1	12	target_right
123.88671875	0.1	15	reaction_correct
124.509765625	0.1	10	trial_end
126.658203125	0.1	9	fixation_on
128.62890625	0.1	1	cue_left
129.794921875	0.1	11	target_left
130.3125	0.1	15	reaction_correct
130.802734375	0.1	10	trial_end
133.01171875	0.1	9	fixation_on
134.5390625	0.1	1	cue_left
137.654296875	0.1	11	target_left
137.958984375	0.1	15	reaction_correct
138.666015625	0.1	10	trial_end
141.50390625	0.1	9	fixation_on
142.595703125	0.1	2	cue_right
143.7109375	0.1	12	target_right
144.14453125	0.1	15	reaction_correct
144.736328125	0.1	10	trial_end
147.369140625	0.1	9	fixation_on
148.412109375	0.1	1	cue_left
149.51953125	0.1	11	target_left
149.859375	0.1	15	reaction_correct
150.533203125	0.1	10	trial_end
153.212890625	0.1	9	fixation_on
154.611328125	0.1	1	cue_left
155.720703125	0.1	11	target_left
156.091796875	0.1	15	reaction_correct
156.732421875	0.1	10	trial_end
159.380859375	0.1	9	fixation_on
160.53125	0.1	3	cue_center
163.697265625	0.1	13	target_center
164.0078125	0.1	15	reaction_correct
164.701171875	0.1	10	trial_end
166.8671875	0.1	9	fixation_on
168.818359375	0.1	3	cue_center
170.8671875	0.1	13	target_center
171.20703125	0.1	15	reaction_correct
171.888671875	0.1	10	trial_end
173.98046875	0.1	9	fixation_on
175.6796875	0.1	2	cue_right
179.80859375	0.1	12	target_right
180.158203125	0.1	15	reaction_correct
180.830078125	0.1	10	trial_end
182.890625	0.1	9	fixation_on
183.9296875	0.1	2	cue_right
185.05078125	0.1	12	target_right
185.556640625	0.1	15	reaction_correct
186.05859375	0.1	10	trial_end
188.91796875	0.1	9	fixation_on
190.923828125	0.1	2	cue_right
194.0390625	0.1	12	target_right
194.3828125	0.1	15	reaction_correct
195.060546875	0.1	10	trial_end
197.18359375	0.1	9	fixation_on
198.390625	0.1	1	cue_left
201.5	0.1	11	target_left
201.873046875	0.1	15	reaction_correct
202.513671875	0.1	10	trial_end
205.427734375	0.1	9	fixation_on
206.783203125	0.1	3	cue_center
209.876953125	0.1	13	target_center
210.259765625	0.1	15	reaction_correct
210.87890625	0.1	10	trial_end
212.900390625	0.1	9	fixation_on
214.63671875	0.1	1	cue_left
215.759765625	0.1	11	target_left
216.185546875	0.1	15	reaction_correct
216.779296875	0.1	10	trial_end
219.78125	0.1	9	fixation_on
221.451171875	0.1	3	cue_center
223.19921875	0.1	13	target_center
223.509765625	0.1	15	reaction_correct
224.208984375	0.1	10	trial_end
226.392578125	0.1	9	fixation_on
227.78515625	0.1	3	cue_center
232.890625	0.1	13	target_center
233.25390625	0.1	15	reaction_correct
233.91015625	0.1	10	trial_end
236.59765625	0.1	9	fixation_on
238.48828125	0.1	2	cue_right
239.625	0.1	12	target_right
240.029296875	0.1	15	reaction_correct
240.6328125	0.1	10	trial_end
242.880859375	0.1	9	fixation_on
243.935546875	0.1	1	cue_left
245.068359375	0.1	11	target_left
245.484375	0.1	15	reaction_correct
246.09765625	0.1	10	trial_end
248.330078125	0.1	9	fixation_on
250.19921875	0.1	1	cue_left
252.306640625	0.1	11	target_left
252.705078125	0.1	15	reaction_correct
253.314453125	0.1	10	trial_end
256.068359375	0.1	9	fixation_on
257.115234375	0.1	2	cue_right
261.2421875	0.1	12	target_right
261.572265625	0.1	15	reaction_correct
262.248046875	0.1	10	trial_end
264.78125	0.1	9	fixation_on
265.875	0.1	2	cue_right
267.984375	0.1	12	target_right
268.345703125	0.1	15	reaction_correct
268.990234375	0.1	10	trial_end
271.744140625	0.1	9	fixation_on
273.1796875	0.1	3	cue_center
277.703125	0.1	13	target_center
278.037109375	0.1	15	reaction_correct
278.708984375	0.1	10	trial_end
281.142578125	0.1	9	fixation_on
282.90625	0.1	1	cue_left
288.01953125	0.1	11	target_left
288.43359375	0.1	15	reaction_correct
289.041015625	0.1	10	trial_end
291.7109375	0.1	9	fixation_on
293.248046875	0.1	2	cue_right
295.365234375	0.1	12	target_right
295.73828125	0.1	15	reaction_correct
296.380859375	0.1	10	trial_end
299.109375	0.1	9	fixation_on
300.1796875	0.1	1	cue_left
303.3125	0.1	11	target_left
303.6328125	0.1	15	reaction_correct
304.318359375	0.1	10	trial_end
306.603515625	0.1	9	fixation_on
308.017578125	0.1	1	cue_left
311.150390625	0.1	11	target_left
311.53125	0.1	15	reaction_correct
312.154296875	0.1	10	trial_end
314.708984375	0.1	9	fixation_on
315.908203125	0.1	1	cue_left
320.01953125	0.1	11	target_left
320.462890625	0.1	15	reaction_correct
321.025390625	0.1	10	trial_end
323.4921875	0.1	9	fixation_on
324.638671875	0.1	2	cue_right
328.787109375	0.1	12	target_right
329.080078125	0.1	15	reaction_correct
329.828125	0.1	10	trial_end
332.0234375	0.1	9	fixation_on
333.220703125	0.1	1	cue_left
335.33984375	0.1	11	target_left
335.689453125	0.1	15	reaction_correct
336.353515625	0.1	10	trial_end
338.734375	0.1	9	fixation_on
340.560546875	0.1	1	cue_left
343.69140625	0.1	11	target_left
344.048828125	0.1	15	reaction_correct
344.69140625	0.1	10	trial_end
347.537109375	0.1	9	fixation_on
348.5703125	0.1	3	cue_center
351.1328125	0.1	13	target_center
351.482421875	0.1	15	reaction_correct
352.15625	0.1	10	trial_end
354.875	0.1	9	fixation_on
356.1015625	0.1	1	cue_left
357.22265625	0.1	11	target_left
357.65234375	0.1	15	reaction_correct
358.228515625	0.1	10	trial_end
360.986328125	0.1	9	fixation_on
362.078125	0.1	3	cue_center
366.291015625	0.1	13	target_center
366.595703125	0.1	15	reaction_correct
367.294921875	0.1	10	trial_end
369.703125	0.1	9	fixation_on
371.623046875	0.1	1	cue_left
375.744140625	0.1	11	target_left
376.125	0.1	15	reaction_correct
376.75390625	0.1	10	trial_end
379.75390625	0.1	9	fixation_on
381.7421875	0.1	2	cue_right
384.849609375	0.1	12	target_right
385.208984375	0.1	15	reaction_correct
385.859375	0.1	10	trial_end
388.359375	0.1	9	fixation_on
389.484375	0.1	2	cue_right
391.59765625	0.1	12	target_right
392.0078125	0.1	15	reaction_correct
392.607421875	0.1	10	trial_end
394.716796875	0.1	9	fixation_on
396.26953125	0.1	1	cue_left
401.384765625	0.1	11	target_left
401.73046875	0.1	15	reaction_correct
402.40234375	0.1	10	trial_end
405.0625	0.1	9	fixation_on
406.49609375	0.1	2	cue_right
411.625	0.1	12	target_right
411.9921875	0.1	15	reaction_correct
412.62890625	0.1	10	trial_end
415.611328125	0.1	9	fixation_on
416.95703125	0.1	1	cue_left
421.0703125	0.1	11	target_left
421.40234375	0.1	15	reaction_correct
422.083984375	0.1	10	trial_end
424.908203125	0.1	9	fixation_on
426.595703125	0.1	2	cue_right
429.736328125	0.1	12	target_right
430.19140625	0.1	15	reaction_correct
430.75390625	0.1	10	trial_end
433.7109375	0.1	9	fixation_on
434.826171875	0.1	2	cue_right
435.537109375	0.1	14	reaction_wrong
437.943359375	0.1	12	target_right
438.283203125	0.1	15	reaction_correct
438.955078125	0.1	10	trial_end
440.978515625	0.1	9	fixation_on
442.474609375	0.1	1	cue_left
446.58203125	0.1	11	target_left
446.916015625	0.1	15	reaction_correct
447.59375	0.1	10	trial_end
449.83203125	0.1	9	fixation_on
451.361328125	0.1	1	cue_left
453.4765625	0.1	11	target_left
453.982421875	0.1	15	reaction_correct
454.490234375	0.1	10	trial_end
457.076171875	0.1	9	fixation_on
458.712890625	0.1	2	cue_right
460.83984375	0.1	12	target_right
461.330078125	0.1	15	reaction_correct
461.84765625	0.1	10	trial_end
463.94921875	0.1	9	fixation_on
465.8125	0.1	2	cue_right
466.94140625	0.1	12	target_right
467.439453125	0.1	15	reaction_correct
467.955078125	0.1	10	trial_end
470.580078125	0.1	9	fixation_on
472.091796875	0.1	2	cue_right
473.21484375	0.1	12	target_right
473.72265625	0.1	15	reaction_correct
474.228515625	0.1	10	trial_end
476.65234375	0.1	9	fixation_on
477.96484375	0.1	1	cue_left
483.115234375	0.1	11	target_left
483.486328125	0.1	15	reaction_correct
484.12890625	0.1	10	trial_end
487.0390625	0.1	9	fixation_on
488.591796875	0.1	1	cue_left
493.724609375	0.1	11	target_left
494.109375	0.1	15	reaction_correct
494.74609375	0.1	10	trial_end
496.818359375	0.1	9	fixation_on
498.228515625	0.1	2	cue_right
503.341796875	0.1	12	target_right
503.720703125	0.1	15	reaction_correct
504.359375	0.1	10	trial_end
506.412109375	0.1	9	fixation_on
508.083984375	0.1	3	cue_center
509.44140625	0.1	13	target_center
509.849609375	0.1	15	reaction_correct
510.4453125	0.1	10	trial_end
512.568359375	0.1	9	fixation_on
514.505859375	0.1	2	cue_right
515.619140625	0.1	12	target_right
516.140625	0.1	15	reaction_correct
516.623046875	0.1	10	trial_end
519.0390625	0.1	9	fixation_on
520.412109375	0.1	2	cue_right
525.546875	0.1	12	target_right
525.90625	0.1	15	reaction_correct
526.5703125	0.1	10	trial_end
529.173828125	0.1	9	fixation_on
530.498046875	0.1	3	cue_center
532.021484375	0.1	13	target_center
532.466796875	0.1	15	reaction_correct
533.033203125	0.1	10	trial_end
535.181640625	0.1	9	fixation_on
536.689453125	0.1	1	cue_left
538.837890625	0.1	11	target_left
539.28125	0.1	15	reaction_correct
539.8828125	0.1	10	trial_end
542.0078125	0.1	9	fixation_on
544.01171875	0.1	2	cue_right
549.134765625	0.1	12	target_right
549.470703125	0.1	15	reaction_correct
550.158203125	0.1	10	trial_end
552.734375	0.1	9	fixation_on
554.451171875	0.1	2	cue_right
558.56640625	0.1	12	target_right
558.91796875	0.1	15	reaction_correct
559.5703125	0.1	10	trial_end
561.74609375	0.1	9	fixation_on
563.73828125	0.1	2	cue_right
567.853515625	0.1	12	target_right
568.197265625	0.1	15	reaction_correct
568.859375	0.1	10	trial_end
571.224609375	0.1	9	fixation_on
572.5703125	0.1	2	cue_right
574.681640625	0.1	12	target_right
575.162109375	0.1	15	reaction_correct
575.6953125	0.1	10	trial_end
577.81640625	0.1	9	fixation_on
579.017578125	0.1	3	cue_center
581.556640625	0.1	13	target_center
581.962890625	0.1	15	reaction_correct
582.560546875	0.1	10	trial_end
584.6171875	0.1	9	fixation_on
586.21875	0.1	3	cue_center
588.580078125	0.1	13	target_center
588.908203125	0.1	15	reaction_correct
589.58203125	0.1	10	trial_end
591.98828125	0.1	9	fixation_on
593.556640625	0.1	3	cue_center
598.5703125	0.1	13	target_center
598.89453125	0.1	15	reaction_correct
599.5859375	0.1	10	trial_end
601.765625	0.1	9	fixation_on
603.279296875	0.1	1	cue_left
605.38671875	0.1	11	target_left
605.728515625	0.1	15	reaction_correct
606.396484375	0.1	10	trial_end
609.103515625	0.1	9	fixation_on
610.583984375	0.1	1	cue_left
612.701171875	0.1	11	target_left
613.12890625	0.1	15	reaction_correct
613.712890625	0.1	10	trial_end
616.19140625	0.1	9	fixation_on
617.390625	0.1	1	cue_left
621.515625	0.1	11	target_left
621.859375	0.1	15	reaction_correct
622.52734375	0.1	10	trial_end
624.73828125	0.1	9	fixation_on
626.2265625	0.1	3	cue_center
630.630859375	0.1	13	target_center
630.9765625	0.1	15	reaction_correct
631.630859375	0.1	10	trial_end
634.146484375	0.1	9	fixation_on
635.779296875	0.1	1	cue_left
640.89453125	0.1	11	target_left
641.302734375	0.1	15	reaction_correct
641.91015625	0.1	10	trial_end
644.068359375	0.1	9	fixation_on
645.330078125	0.1	3	cue_center
649.326171875	0.1	13	target_center
649.671875	0.1	15	reaction_correct
650.330078125	0.1	10	trial_end
652.494140625	0.1	9	fixation_on
654.369140625	0.1	2	cue_right
659.478515625	0.1	12	target_right
659.896484375	0.1	15	reaction_correct
660.49609375	0.1	10	trial_end
662.87109375	0.1	9	fixation_on
664.849609375	0.1	2	cue_right
667.978515625	0.1	12	target_right
668.373046875	0.1	15	reaction_correct
668.98046875	0.1	10	trial_end
671.322265625	0.1	9	fixation_on
672.90625	0.1	3	cue_center
675.21484375	0.1	13	target_center
675.57421875	0.1	15	reaction_correct
676.232421875	0.1	10	trial_end
678.8984375	0.1	9	fixation_on
680.576171875	0.1	2	cue_right
683.69921875	0.1	12	target_right
684.060546875	0.1	15	reaction_correct
684.703125	0.1	10	trial_end
687.279296875	0.1	9	fixation_on
688.896484375	0.1	1	cue_left
693.005859375	0.1	11	target_left
693.38671875	0.1	15	reaction_correct
694.009765625	0.1	10	trial_end
696.970703125	0.1	9	fixation_on
698.6171875	0.1	3	cue_center
703.30078125	0.1	13	target_center
703.630859375	0.1	15	reaction_correct
704.314453125	0.1	10	trial_end
707.265625	0.1	9	fixation_on
709.111328125	0.1	3	cue_center
711.962890625	0.1	13	target_center
712.34765625	0.1	15	reaction_correct
712.98828125	0.1	10	trial_end
720.849609375	0.1	5	run_end
