onset	duration	event_value	event_name
87.09765625	0.1	4	run_start
94.275390625	0.1	9	fixation_on
95.287109375	0.1	2	cue_right
100.412109375	0.1	12	target_right
100.806640625	0.1	15	reaction_correct
101.421875	0.1	10	trial_end
103.578125	0.1	9	fixation_on
104.7890625	0.1	1	cue_left
106.908203125	0.1	11	target_left
107.283203125	0.1	15	reaction_correct
107.921875	0.1	10	trial_end
110.00390625	0.1	9	fixation_on
111.109375	0.1	1	cue_left
113.22265625	0.1	11	target_left
113.623046875	0.1	15	reaction_correct
114.228515625	0.1	10	trial_end
116.322265625	0.1	9	fixation_on
117.609375	0.1	2	cue_right
121.7421875	0.1	12	target_right
122.0703125	0.1	15	reaction_correct
122.75390625	0.1	10	trial_end
124.919921875	0.1	9	fixation_on
125.939453125	0.1	3	cue_center
127.248046875	0.1	13	target_center
127.728515625	0.1	15	reaction_correct
128.2578125	0.1	10	trial_end
131.1875	0.1	9	fixation_on
132.841796875	0.1	1	cue_left
135.966796875	0.1	11	target_left
136.306640625	0.1	15	reaction_correct
136.96875	0.1	10	trial_end
139.66015625	0.1	9	fixation_on
141.470703125	0.1	2	cue_right
143.578125	0.1	12	target_right
143.955078125	0.1	15	reaction_correct
144.578125	0.1	10	trial_end
146.73828125	0.1	9	fixation_on
148.544921875	0.1	3	cue_center
153.4609375	0.1	13	target_center
153.818359375	0.1	15	reaction_correct
154.462890625	0.1	10	trial_end
157.45703125	0.1	9	fixation_on
159.46484375	0.1	2	cue_right
162.572265625	0.1	12	target_right
162.99609375	0.1	15	reaction_correct
163.572265625	0.1	10	trial_end
166.224609375	0.1	9	fixation_on
167.8984375	0.1	3	cue_center
170.8125	0.1	13	target_center
171.2109375	0.1	15	reaction_correct
171.826171875	0.1	10	trial_end
173.888671875	0.1	9	fixation_on
175.345703125	0.1	1	cue_left
179.466796875	0.1	11	target_left
179.77734375	0.1	15	reaction_correct
180.4765625	0.1	10	trial_end
183.306640625	0.1	9	fixation_on
184.56640625	0.1	2	cue_right
187.685546875	0.1	12	target_right
188.09765625	0.1	15	reaction_correct
188.6875	0.1	10	trial_end
190.7890625	0.1	9	fixation_on
192.779296875	0.1	1	cue_left
195.884765625	0.1	11	target_left
196.25390625	0.1	15	reaction_correct
196.892578125	0.1	10	trial_end
199.390625	0.1	9	fixation_on
201.099609375	0.1	3	cue_center
204.623046875	0.1	13	target_center
205.04296875	0.1	15	reaction_correct
205.630859375	0.1	10	trial_end
208.130859375	0.1	9	fixation_on
209.607421875	0.1	1	cue_left
213.720703125	0.1	11	target_left
214.080078125	0.1	15	reaction_correct
214.7265625	0.1	10	trial_end
217.513671875	0.1	9	fixation_on
218.560546875	0.1	1	cue_left
223.697265625	0.1	11	target_left
223.8828125	0.1	15	reaction_correct
224.7109375	0.1	10	trial_end
227.59765625	0.1	9	fixation_on
228.96875	0.1	2	cue_right
230.109375	0.1	12	target_right
230.615234375	0.1	15	reaction_correct
231.115234375	0.1	10	trial_end
234.06640625	0.1	9	fixation_on
235.83203125	0.1	3	cue_center
237.5	0.1	13	target_center
237.861328125	0.1	15	reaction_correct
238.509765625	0.1	10	trial_end
240.650390625	0.1	9	fixation_on
242.521484375	0.1	3	cue_center
246.599609375	0.1	13	target_center
246.919921875	0.1	15	reaction_correct
247.609375	0.1	10	trial_end
249.673828125	0.1	9	fixation_on
250.794921875	0.1	2	cue_right
253.91015625	0.1	12	target_right
254.26171875	0.1	15	reaction_correct
254.9140625	0.1	10	trial_end
257.076171875	0.1	9	fixation_on
258.8046875	0.1	1	cue_left
260.9296875	0.1	11	target_left
261.283203125	0.1	15	reaction_correct
261.943359375	0.1	10	trial_end
264.52734375	0.1	9	fixation_on
266.2109375	0.1	1	cue_left
267.318359375	0.1	11	target_left
267.826171875	0.1	15	reaction_correct
268.328125	0.1	10	trial_end
270.443359375	0.1	9	fixation_on
272.16015625	0.1	2	cue_right
273.275390625	0.1	12	target_right
273.669921875	0.1	15	reaction_correct
274.28515625	0.1	10	trial_end
276.794921875	0.1	9	fixation_on
277.96484375	0.1	1	cue_left
283.08203125	0.1	11	target_left
283.486328125	0.1	15	reaction_correct
284.09375	0.1	10	trial_end
286.177734375	0.1	9	fixation_on
287.31640625	0.1	1	cue_left
288.4375	0.1	11	target_left
289.443359375	0.1	10	trial_end
291.515625	0.1	9	fixation_on
292.994140625	0.1	1	cue_left
295.1171875	0.1	11	target_left
295.505859375	0.1	15	reaction_correct
296.123046875	0.1	10	trial_end
298.376953125	0.1	9	fixation_on
300.328125	0.1	2	cue_right
305.458984375	0.1	12	target_right
305.89453125	0.1	15	reaction_correct
306.466796875	0.1	10	trial_end
308.92578125	0.1	9	fixation_on
310.912109375	0.1	3	cue_center
315.515625	0.1	13	target_center
315.849609375	0.1	15	reaction_correct
316.51953125	0.1	10	trial_end
319.44921875	0.1	9	fixation_on
320.841796875	0.1	1	cue_left
321.962890625	0.1	11	target_left
